TIME	X:1	R:1	Y:1	noise:1
34.6	0.04473901	0.02752917	0.09788149	0.00137081
34.7	0.04473901	0.02752917	0.09788149	0.00136707
34.8	0.04473901	0.02752917	0.09788149	0.0013641
34.9	0.04473901	0.02752917	0.09788149	0.00134119
35	0.04473901	0.02752917	0.09788149	0.00142947
35.1	0.04473901	0.02752917	0.09788149	0.00135554
35.2	0.04473901	0.02752917	0.09788149	0.0014045
35.3	0.04473901	0.02752917	0.09788149	0.0014041
35.4	0.04473901	0.02752917	0.09788149	0.00132675
35.5	0.04473901	0.02752917	0.09788149	0.00139225
35.6	0.04473901	0.02752917	0.09788149	0.00132175
35.7	0.04473901	0.02752917	0.09788149	0.00141786
35.8	0.04473901	0.02752917	0.09788149	0.00136267
35.9	0.04473901	0.02752917	0.09788149	0.00136972
36	0.04473901	0.02752917	0.09788149	0.00134277
36.1	0.04473901	0.02752917	0.09788149	0.00135718
36.2	0.04473901	0.02752917	0.09788149	0.00142495
36.3	0.04473901	0.02752917	0.09788149	0.00134164
36.4	0.04473901	0.02752917	0.09788149	0.00142455
36.5	0.04473901	0.02752917	0.09788149	0.00142867
36.6	0.04473901	0.02752917	0.09788148	0.00142804
36.7	0.04473901	0.02752917	0.09788148	0.00133111
36.8	0.04473901	0.02752917	0.09788148	0.00138814
36.9	0.04473901	0.02752917	0.09788148	0.00133638
37	0.04473901	0.02752917	0.09788148	0.00136989
37.1	0.04473901	0.02752917	0.09788148	0.00141206
37.2	0.04473901	0.02752917	0.09788148	0.00140358
37.3	0.04473901	0.02752917	0.09788148	0.00133397
37.4	0.04473902	0.02752917	0.09788148	0.0013998
37.5	0.04473902	0.02752917	0.09788148	0.0014296
37.6	0.04473902	0.02752917	0.09788148	0.00132841
37.7	0.04473902	0.02752917	0.09788148	0.0013709
37.8	0.04473902	0.02752917	0.09788148	0.00139785
37.9	0.04473902	0.02752917	0.09788148	0.00138654
38	0.04473902	0.02752917	0.09788148	0.0013359
38.1	0.04473902	0.02752917	0.09788148	0.0014086
38.2	0.04473902	0.02752917	0.09788148	0.00135037
38.3	0.04473902	0.02752917	0.09788148	0.00138817
38.4	0.04473902	0.02752917	0.09788148	0.00134988
38.5	0.04473902	0.02752917	0.09788148	0.0013672
38.6	0.04473902	0.02752917	0.09788148	0.00138127
38.7	0.04473902	0.02752917	0.09788148	0.00134376
38.8	0.04473902	0.02752917	0.09788148	0.00136438
38.9	0.04473902	0.02752917	0.09788148	0.00140928
39	0.04473902	0.02752917	0.09788148	0.00141199
39.1	0.04473902	0.02752917	0.09788148	0.00135879
39.2	0.04473902	0.02752917	0.09788148	0.00142761
39.3	0.04473902	0.02752917	0.09788148	0.00136297
39.4	0.04473902	0.02752917	0.09788148	0.00132963
39.5	0.04473902	0.02752917	0.09788148	0.00138318
39.6	0.04473902	0.02752917	0.09788148	0.0013547
39.7	0.04473902	0.02752917	0.09788148	0.00139297
39.8	0.04473902	0.02752917	0.09788148	0.00137056
39.9	0.04473902	0.02752917	0.09788148	0.00135703
40	0.04473902	0.02752917	0.09788148	0.00136764
40.1	0.04473902	0.02752917	0.09788149	0.00132918
40.2	0.04473901	0.02752917	0.09788149	0.00137889
40.3	0.04473901	0.02752917	0.09788149	0.00134604
40.4	0.04473901	0.02752917	0.09788149	0.0013279
40.5	0.04473901	0.02752917	0.09788149	0.00142017
40.6	0.04473901	0.02752917	0.09788149	0.00141023
40.7	0.04473901	0.02752917	0.09788149	0.00137138
40.8	0.04473901	0.02752917	0.09788149	0.00135287
40.9	0.04473901	0.02752917	0.09788149	0.00132726
41	0.04473901	0.02752917	0.09788149	0.00138636
41.1	0.04473901	0.02752917	0.09788149	0.00138051
41.2	0.04473901	0.02752917	0.09788149	0.0013851
41.3	0.04473901	0.02752917	0.09788149	0.00139106
41.4	0.04473901	0.02752917	0.09788149	0.00133462
41.5	0.04473901	0.02752917	0.09788149	0.0014021
41.6	0.04473901	0.02752917	0.09788148	0.00141609
41.7	0.04473901	0.02752917	0.09788148	0.00143023
41.8	0.04473901	0.02752917	0.09788148	0.00134205
41.9	0.04473901	0.02752917	0.09788148	0.00137674
42	0.04473901	0.02752917	0.09788148	0.00138962
42.1	0.04473901	0.02752917	0.09788148	0.0013876
42.2	0.04473901	0.02752917	0.09788148	0.00132404
42.3	0.04473901	0.02752917	0.09788148	0.00136659
42.4	0.04473901	0.02752917	0.09788148	0.00134974
42.5	0.04473901	0.02752917	0.09788148	0.0013694
42.6	0.04473901	0.02752917	0.09788148	0.00139779
42.7	0.04473901	0.02752917	0.09788148	0.00132251
42.8	0.04473901	0.02752917	0.09788148	0.00134261
42.9	0.04473901	0.02752917	0.09788148	0.00141213
43	0.04473902	0.02752917	0.09788148	0.00134878
43.1	0.04473902	0.02752917	0.09788148	0.00132336
43.2	0.04473902	0.02752917	0.09788148	0.00137729
43.3	0.04473902	0.02752917	0.09788148	0.00133659
43.4	0.04473902	0.02752917	0.09788148	0.00142813
43.5	0.04473902	0.02752917	0.09788148	0.00132294
43.6	0.04473902	0.02752917	0.09788148	0.00134802
43.7	0.04473902	0.02752917	0.09788148	0.00133655
43.8	0.04473902	0.02752917	0.09788148	0.00139351
43.9	0.04473902	0.02752917	0.09788148	0.00135659
44	0.04473902	0.02752917	0.09788148	0.00136079
44.1	0.04473902	0.02752917	0.09788148	0.00136116
44.2	0.04473902	0.02752917	0.09788148	0.00142134
44.3	0.04473902	0.02752917	0.09788148	0.00134169
44.4	0.04473902	0.02752917	0.09788148	0.00134201
44.5	0.04473902	0.02752917	0.09788148	0.00139456
44.6	0.04473902	0.02752917	0.09788148	0.00135668
44.7	0.04473902	0.02752917	0.09788148	0.00142218
44.8	0.04473902	0.02752917	0.09788148	0.00132517
44.9	0.04473902	0.02752917	0.09788148	0.00138857
45	0.04473902	0.02752917	0.09788148	0.00134582
45.1	0.04473902	0.02752917	0.09788148	0.00141737
45.2	0.04473902	0.02752917	0.09788148	0.00136997
45.3	0.04473902	0.02752917	0.09788148	0.00134766
45.4	0.04473902	0.02752917	0.09788148	0.00132306
45.5	0.04473902	0.02752917	0.09788148	0.00140064
45.6	0.04473902	0.02752917	0.09788148	0.00132283
45.7	0.04473901	0.02752917	0.09788148	0.0013905
45.8	0.04473901	0.02752917	0.09788148	0.00141813
45.9	0.04473901	0.02752917	0.09788148	0.0013636
46	0.04473901	0.02752917	0.09788148	0.00137492
46.1	0.04473901	0.02752917	0.09788148	0.00134949
46.2	0.04473901	0.02752917	0.09788148	0.00133547
46.3	0.04473901	0.02752917	0.09788148	0.00137616
46.4	0.04473901	0.02752917	0.09788148	0.00133069
46.5	0.04473901	0.02752917	0.09788148	0.00142811
46.6	0.04473901	0.02752917	0.09788148	0.00142189
46.7	0.04473901	0.02752917	0.09788148	0.00132486
46.8	0.04473901	0.02752917	0.09788148	0.00141029
46.9	0.04473901	0.02752917	0.09788148	0.00136273
47	0.04473901	0.02752917	0.09788148	0.00139925
47.1	0.04473901	0.02752917	0.09788148	0.00137331
47.2	0.04473901	0.02752917	0.09788148	0.00135292
47.3	0.04473901	0.02752917	0.09788148	0.00136705
47.4	0.04473901	0.02752917	0.09788148	0.00141692
47.5	0.04473901	0.02752917	0.09788148	0.00133775
47.6	0.04473901	0.02752917	0.09788148	0.00136345
47.7	0.04473901	0.02752917	0.09788148	0.001376
47.8	0.04473901	0.02752917	0.09788148	0.00133318
47.9	0.04473901	0.02752917	0.09788148	0.0013901
48	0.04473901	0.02752917	0.09788148	0.00140188
48.1	0.04473901	0.02752917	0.09788148	0.00142904
48.2	0.04473901	0.02752917	0.09788148	0.00140288
48.3	0.04473901	0.02752917	0.09788148	0.00141798
48.4	0.04473901	0.02752917	0.09788148	0.00138125
48.5	0.04473902	0.02752917	0.09788148	0.00141443
48.6	0.04473902	0.02752917	0.09788148	0.00140481
48.7	0.04473902	0.02752917	0.09788148	0.00140647
48.8	0.04473902	0.02752917	0.09788148	0.00137552
48.9	0.04473902	0.02752917	0.09788148	0.00139049
49	0.04473902	0.02752917	0.09788148	0.00142233
49.1	0.04473902	0.02752917	0.09788148	0.00132822
49.2	0.04473902	0.02752917	0.09788148	0.00132854
49.3	0.04473902	0.02752917	0.09788148	0.00137265
49.4	0.04473902	0.02752917	0.09788148	0.00139881
49.5	0.04473902	0.02752917	0.09788148	0.00139716
49.6	0.04473902	0.02752917	0.09788148	0.0014258
