TIME	X:1	R:1	Y:1	noise:1
47.1	0.18181091	0.0989021	0.21099964	0.00501053
47.2	0.18181112	0.09890181	0.210999	0.00488169
47.3	0.18181145	0.09890155	0.21099837	0.00513915
47.4	0.18181189	0.09890131	0.21099774	0.00493184
47.5	0.18181245	0.09890111	0.21099713	0.00484603
47.6	0.18181311	0.09890094	0.21099653	0.00509979
47.7	0.18181388	0.09890081	0.21099595	0.00487997
47.8	0.18181474	0.09890071	0.2109954	0.00477433
47.9	0.1818157	0.09890064	0.21099487	0.00476088
48	0.18181674	0.09890061	0.21099437	0.00499978
48.1	0.18181787	0.09890062	0.21099391	0.0050706
48.2	0.18181906	0.09890066	0.21099348	0.00493729
48.3	0.18182031	0.09890073	0.2109931	0.00498665
48.4	0.18182162	0.09890085	0.21099275	0.00499029
48.5	0.18182298	0.09890099	0.21099246	0.00504307
48.6	0.18182437	0.09890117	0.2109922	0.00486847
48.7	0.18182579	0.09890138	0.210992	0.00494688
48.8	0.18182723	0.09890162	0.21099184	0.00504143
48.9	0.18182867	0.09890189	0.21099174	0.00503582
49	0.18183011	0.09890218	0.21099169	0.00492697
49.1	0.18183155	0.0989025	0.21099169	0.00489445
49.2	0.18183296	0.09890285	0.21099174	0.00513986
49.3	0.18183434	0.09890321	0.21099184	0.00474852
49.4	0.18183568	0.09890359	0.21099199	0.00489744
49.5	0.18183697	0.09890399	0.21099219	0.00484996
49.6	0.18183821	0.0989044	0.21099244	0.0051186
49.7	0.18183938	0.09890482	0.21099273	0.00475436
49.8	0.18184047	0.09890524	0.21099307	0.00476989
49.9	0.18184149	0.09890567	0.21099345	0.00499585
50	0.18184242	0.0989061	0.21099386	0.0050906
