TIME	X:1	R:1	Y:1	noise:1
23.6	0.02729374	0.0170798	0.09109229	0.00180195
23.7	0.02729374	0.0170798	0.09109229	0.00175739
23.8	0.02729374	0.0170798	0.09109229	0.00184189
23.9	0.02729374	0.0170798	0.09109229	0.00169965
24	0.02729374	0.0170798	0.09109229	0.00180522
24.1	0.02729374	0.0170798	0.09109229	0.00184049
24.2	0.02729374	0.0170798	0.09109229	0.00166076
24.3	0.02729374	0.0170798	0.09109229	0.00172196
24.4	0.02729374	0.0170798	0.09109229	0.00178806
24.5	0.02729374	0.0170798	0.09109229	0.00162904
24.6	0.02729374	0.0170798	0.09109229	0.00173235
24.7	0.02729374	0.0170798	0.09109229	0.00177374
24.8	0.02729374	0.0170798	0.09109229	0.00153977
24.9	0.02729374	0.0170798	0.09109229	0.00185488
25	0.02729374	0.0170798	0.09109229	0.00154682
25.1	0.02729374	0.0170798	0.09109229	0.00183206
25.2	0.02729374	0.0170798	0.09109229	0.00183129
25.3	0.02729374	0.0170798	0.09109229	0.00163375
25.4	0.02729374	0.0170798	0.09109229	0.00175144
25.5	0.02729374	0.0170798	0.09109229	0.00180318
25.6	0.02729374	0.0170798	0.09109229	0.00171653
25.7	0.02729374	0.0170798	0.09109229	0.00162465
25.8	0.02729374	0.0170798	0.09109229	0.00174439
25.9	0.02729374	0.0170798	0.09109229	0.00163933
26	0.02729374	0.0170798	0.09109229	0.00175116
26.1	0.02729374	0.0170798	0.09109229	0.00174517
26.2	0.02729374	0.0170798	0.09109229	0.00165228
26.3	0.02729374	0.0170798	0.09109229	0.00174315
26.4	0.02729374	0.0170798	0.09109229	0.00167965
26.5	0.02729374	0.0170798	0.09109229	0.00183868
26.6	0.02729374	0.0170798	0.09109229	0.00177596
26.7	0.02729374	0.0170798	0.09109229	0.00155552
26.8	0.02729374	0.0170798	0.09109229	0.0018171
26.9	0.02729374	0.0170798	0.09109229	0.00153984
27	0.02729374	0.0170798	0.09109229	0.00176052
27.1	0.02729374	0.0170798	0.09109229	0.00167417
27.2	0.02729374	0.0170798	0.09109229	0.00184408
27.3	0.02729374	0.0170798	0.09109229	0.00160396
27.4	0.02729374	0.0170798	0.09109229	0.00176724
27.5	0.02729374	0.0170798	0.09109229	0.00157178
27.6	0.02729374	0.0170798	0.09109229	0.00186863
27.7	0.02729374	0.0170798	0.09109229	0.00162536
27.8	0.02729374	0.0170798	0.09109229	0.0018185
27.9	0.02729374	0.0170798	0.09109229	0.00155538
28	0.02729374	0.0170798	0.09109229	0.00158217
28.1	0.02729374	0.0170798	0.09109229	0.00169526
28.2	0.02729374	0.0170798	0.09109229	0.00176908
28.3	0.02729374	0.0170798	0.09109229	0.00168762
28.4	0.02729374	0.0170798	0.09109229	0.00186015
28.5	0.02729374	0.0170798	0.09109229	0.00178434
28.6	0.02729374	0.0170798	0.09109229	0.00162933
28.7	0.02729374	0.0170798	0.09109229	0.00183905
28.8	0.02729374	0.0170798	0.09109229	0.00174113
28.9	0.02729374	0.0170798	0.09109229	0.00179965
29	0.02729374	0.0170798	0.09109229	0.00184349
29.1	0.02729374	0.0170798	0.09109229	0.00179381
29.2	0.02729374	0.0170798	0.09109229	0.00155076
29.3	0.02729374	0.0170798	0.09109229	0.0018335
29.4	0.02729374	0.0170798	0.09109229	0.00185042
29.5	0.02729374	0.0170798	0.09109229	0.00161781
29.6	0.02729374	0.0170798	0.09109229	0.00169918
29.7	0.02729374	0.0170798	0.09109229	0.00180693
29.8	0.02729374	0.0170798	0.09109229	0.00170715
29.9	0.02729374	0.0170798	0.09109229	0.0017774
30	0.02729374	0.0170798	0.09109229	0.0018654
30.1	0.02729374	0.0170798	0.09109229	0.00182964
30.2	0.02729374	0.0170798	0.09109229	0.00182536
30.3	0.02729374	0.0170798	0.09109229	0.00181909
30.4	0.02729374	0.0170798	0.09109229	0.00155162
30.5	0.02729374	0.0170798	0.09109229	0.00163563
30.6	0.02729374	0.0170798	0.09109229	0.00172621
30.7	0.02729374	0.0170798	0.09109229	0.00159279
30.8	0.02729374	0.0170798	0.09109229	0.00186384
30.9	0.02729374	0.0170798	0.09109229	0.00166861
31	0.02729374	0.0170798	0.09109229	0.00176649
31.1	0.02729374	0.0170798	0.09109229	0.00165357
31.2	0.02729374	0.0170798	0.09109229	0.00176101
31.3	0.02729374	0.0170798	0.09109229	0.00176064
31.4	0.02729374	0.0170798	0.09109229	0.00173954
31.5	0.02729374	0.0170798	0.09109229	0.00178741
31.6	0.02729374	0.0170798	0.09109229	0.0018329
31.7	0.02729374	0.0170798	0.09109229	0.00160411
31.8	0.02729374	0.0170798	0.09109229	0.0017445
31.9	0.02729374	0.0170798	0.09109229	0.00183866
32	0.02729374	0.0170798	0.09109229	0.00187708
32.1	0.02729374	0.0170798	0.09109229	0.00169571
32.2	0.02729374	0.0170798	0.09109229	0.00167106
32.3	0.02729374	0.0170798	0.09109229	0.00171107
32.4	0.02729374	0.0170798	0.09109229	0.00155893
32.5	0.02729374	0.0170798	0.09109229	0.00177148
32.6	0.02729374	0.0170798	0.09109229	0.00174045
32.7	0.02729374	0.0170798	0.09109229	0.00185004
32.8	0.02729374	0.0170798	0.09109229	0.00181554
32.9	0.02729374	0.0170798	0.09109229	0.00156234
33	0.02729374	0.0170798	0.09109229	0.00165563
33.1	0.02729374	0.0170798	0.09109229	0.00187749
33.2	0.02729374	0.0170798	0.09109229	0.00159873
33.3	0.02729374	0.0170798	0.09109229	0.00182985
33.4	0.02729374	0.0170798	0.09109229	0.00162613
33.5	0.02729374	0.0170798	0.09109229	0.00186423
33.6	0.02729374	0.0170798	0.09109229	0.00154992
33.7	0.02729374	0.0170798	0.09109229	0.00181513
33.8	0.02729374	0.0170798	0.09109229	0.00175329
33.9	0.02729374	0.0170798	0.09109229	0.00169626
34	0.02729374	0.0170798	0.09109229	0.00167853
34.1	0.02729374	0.0170798	0.09109229	0.0017898
34.2	0.02729374	0.0170798	0.09109229	0.00182586
34.3	0.02729374	0.0170798	0.09109229	0.00187192
34.4	0.02729374	0.0170798	0.09109229	0.00179911
34.5	0.02729374	0.0170798	0.09109229	0.00168055
34.6	0.02729374	0.0170798	0.09109229	0.00166794
34.7	0.02729374	0.0170798	0.09109229	0.00187471
34.8	0.02729374	0.0170798	0.09109229	0.00156119
34.9	0.02729374	0.0170798	0.09109229	0.00160098
35	0.02729374	0.0170798	0.09109229	0.00168183
35.1	0.02729374	0.0170798	0.09109229	0.00176974
35.2	0.02729374	0.0170798	0.09109229	0.00159482
35.3	0.02729374	0.0170798	0.09109229	0.00171296
35.4	0.02729374	0.0170798	0.09109229	0.00171376
35.5	0.02729374	0.0170798	0.09109229	0.00178756
35.6	0.02729374	0.0170798	0.09109229	0.00154907
35.7	0.02729374	0.0170798	0.09109229	0.00186982
35.8	0.02729374	0.0170798	0.09109229	0.0015856
35.9	0.02729374	0.0170798	0.09109229	0.00175524
36	0.02729374	0.0170798	0.09109229	0.00160123
36.1	0.02729374	0.0170798	0.09109229	0.00154103
36.2	0.02729374	0.0170798	0.09109229	0.00163744
36.3	0.02729374	0.0170798	0.09109229	0.00180019
36.4	0.02729374	0.0170798	0.09109229	0.00172559
36.5	0.02729374	0.0170798	0.09109229	0.00182998
36.6	0.02729374	0.0170798	0.09109229	0.00179818
36.7	0.02729374	0.0170798	0.09109229	0.0017601
36.8	0.02729374	0.0170798	0.09109229	0.00155002
36.9	0.02729374	0.0170798	0.09109229	0.00166762
37	0.02729374	0.0170798	0.09109229	0.00175468
37.1	0.02729374	0.0170798	0.09109229	0.00157366
37.2	0.02729374	0.0170798	0.09109229	0.00182659
37.3	0.02729374	0.0170798	0.09109229	0.00171923
37.4	0.02729374	0.0170798	0.09109229	0.00170623
37.5	0.02729374	0.0170798	0.09109229	0.00183715
37.6	0.02729374	0.0170798	0.09109229	0.00168666
37.7	0.02729374	0.0170798	0.09109229	0.00174978
37.8	0.02729374	0.0170798	0.09109229	0.00156056
37.9	0.02729374	0.0170798	0.09109229	0.00176189
38	0.02729374	0.0170798	0.09109229	0.00158386
